#Orgánico,Funcional,Económico,R,Denominacion Aplicacion,Tot Credito inicial 2019,Tot Credito Definitivo,Tot Obligado
0410,9341,36102,,Intereses de demora,400000.0,368500.0,92923.4
0410,9341,36900,,Otros gastos financieros,5000.0,5000.0,2889.64
0411,9321,12000,,Retribuciones básicas de funcionarios,65767.0,65767.0,48259.39
0411,9321,12100,,Retribuciones complementarias funcionarios,88167.0,88167.0,70361.36
0411,9321,14100,,Otro personal,3879.0,3879.0,9455.63
0411,9321,16000,,Seguridad social a cargo del ayuntamiento,40180.0,40180.0,34564.38
0411,9321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4420.0,4420.0,3234.3
0412,9314,12000,,Retribuciones básicas de funcionarios,28170.0,28170.0,86172.35
0412,9314,12100,,Retribuciones complementarias funcionarios,44126.0,44126.0,126624.0
0412,9314,14100,,Otro personal,0.0,0.0,2607.42
0412,9314,16000,,Seguridad social a cargo del ayuntamiento,16098.0,16098.0,47846.68
0412,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,995.0,995.0,4222.51
0414,9312,12000,,Retribuciones básicas de funcionarios,87887.0,87887.0,65334.76
0414,9312,12100,,Retribuciones complementarias funcionarios,125096.0,125096.0,96619.13
0414,9312,16000,,Seguridad social a cargo del ayuntamiento,47533.0,47533.0,39267.61
0414,9312,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1658.0,1658.0,2156.2
0415,9323,12000,,Retribuciones básicas de funcionarios,99035.0,99035.0,69776.86
0415,9323,12100,,Retribuciones complementarias funcionarios,134126.0,134126.0,101037.12
0415,9323,16000,,Seguridad social a cargo del ayuntamiento,45427.0,45427.0,35764.47
0415,9323,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3847.0,3847.0,1602.6
0416,9341,12000,,Retribuciones básicas de funcionarios,102133.0,102133.0,64615.44
0416,9341,12100,,Retribuciones complementarias funcionarios,130778.0,130778.0,96358.54
0416,9341,16000,,Seguridad social a cargo del ayuntamiento,50712.0,50712.0,38448.12
0416,9341,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,6188.0,6188.0,4063.27
0417,9322,12000,,Retribuciones básicas de funcionarios,79481.0,79481.0,51858.74
0417,9322,12100,,Retribuciones complementarias funcionarios,109426.0,109426.0,78604.83
0417,9322,14100,,Otro personal,48915.0,48915.0,35545.27
0417,9322,16000,,Seguridad social a cargo del ayuntamiento,52766.0,52766.0,39175.01
0417,9322,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2912.0,2912.0,2156.2
0418,9319,12000,,Retribuciones básicas de funcionarios,924612.0,924612.0,614733.94
0418,9319,12100,,Retribuciones complementarias funcionarios,1174621.0,1174621.0,850986.94
0418,9319,14100,,Otro personal,265965.0,265965.0,226045.17
0418,9319,16000,,Seguridad social a cargo del ayuntamiento,618282.0,618282.0,489638.22
0418,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,48074.0,48074.0,32416.45
0421,9314,12000,,Retribuciones básicas de funcionarios,84663.0,84663.0,0.0
0421,9314,12100,,Retribuciones complementarias funcionarios,108360.0,108360.0,0.0
0421,9314,16000,,Seguridad social a cargo del ayuntamiento,39288.0,39288.0,0.0
0421,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4468.0,4468.0,0.0
0422,4413,12000,,Retribuciones básicas de funcionarios,181987.0,181987.0,120553.75
0422,4413,12100,,Retribuciones complementarias funcionarios,266194.0,266194.0,199620.01
0422,4413,14100,,Otro personal,138649.0,138649.0,101529.54
0422,4413,16000,,Seguridad social a cargo del ayuntamiento,171249.0,171249.0,125123.09
0422,4413,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,10442.0,10442.0,7535.45
0422,4413,21105,,Conservación y mantenimiento estación de autobuses,0.0,85000.0,41650.9
0422,4413,22101,,Suministro energía eléctrica estación buses,0.0,150000.0,38846.93
0422,4413,22102,,Suministro agua y depuración de residuales estación buses,19000.0,19000.0,0.0
0422,4413,22103,,Gas estación autobuses,30000.0,30000.0,45726.45
0422,4413,22734,,Seguridad estación autobuses,60000.0,60000.0,6168.22
0422,4413,22783,,Contratos prestación de servicios de limpieza estación buses,145000.0,145000.0,78736.8
0810,4301,11000,,Retribuciones personal eventual gabinete,0.0,0.0,2174.52
0810,4301,12000,,Retribuciones básicas de funcionarios,135320.0,135320.0,72107.23
0810,4301,12100,,Retribuciones complementarias funcionarios,165753.0,165753.0,97930.47
0810,4301,13000,,Retribuciones personal laboral fijo,2635.0,2635.0,0.0
0810,4301,14100,,Otro personal,0.0,0.0,47591.24
0810,4301,16000,,Seguridad social a cargo del ayuntamiento,72549.0,72549.0,64386.08
0810,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1818.0,1818.0,2048.39
0817,4332,22707,,Estudios y trabajos técnicos,45680.0,27680.0,6659.36
0817,4332,22707,R,Estudios y trabajos técnicos,0.0,22798.44,18238.64
0817,4334,85107,,Ampliación de capital del parque tecnológico,52600.0,52600.0,52582.0
0819,4301,12000,,Retribuciones básicas de funcionarios,191209.0,191209.0,118487.19
0819,4301,12100,,Retribuciones complementarias funcionarios,233864.0,233864.0,164326.66
0819,4301,14100,,Otro personal,65681.0,65681.0,41018.09
0819,4301,16000,,Seguridad social a cargo del ayuntamiento,125216.0,125216.0,92631.24
0819,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8727.0,8727.0,6855.7
0820,4301,12000,,Retribuciones básicas de funcionarios,143532.0,143532.0,97241.25
0820,4301,12100,,Retribuciones complementarias funcionarios,155927.0,155927.0,116546.99
0820,4301,14100,,Otro personal,48169.0,48169.0,40100.03
0820,4301,16000,,Seguridad social a cargo del ayuntamiento,88087.0,88087.0,73943.81
0820,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9283.0,9283.0,6576.41
0820,4314,48901,,Convenio City LAB Deusto,18000.0,0.0,0.0
0820,4321,22711,,II congreso de la red internacional ciudades Michelín,101000.33,101000.33,64565.22
0820,4321,22711,R,II congreso de la red internacional ciudades Michelín,0.0,132008.9,106698.76
0821,4314,48125,,Conv.fund.global Hub for The Common Good,20000.0,0.0,0.0
0821,4314,48966,,Sartu,0.0,0.0,0.0
0821,4331,12000,,Retribuciones básicas de funcionarios,190936.0,190936.0,139320.1
0821,4331,12100,,Retribuciones complementarias funcionarios,218491.0,218491.0,168852.61
0821,4331,13000,,Retribuciones personal laboral fijo,6567.0,6567.0,0.0
0821,4331,14100,,Otro personal,0.0,0.0,41926.19
0821,4331,16000,,Seguridad social a cargo del ayuntamiento,111205.0,111205.0,108641.14
0821,4331,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7183.0,7183.0,6037.36
0821,4331,22677,,Apoyo a emprendedores,63000.0,63000.0,47160.11
0821,4331,22712,,Gestión centros de empresas,19211.0,19211.0,5488.39
0821,4331,22769,,Patrocinio festval - fila 2,0.0,190000.0,152000.0
0821,4331,22770,,Patroc f2pcampus katoid techno,0.0,50000.0,35000.0
0821,4331,22797,,Dinamización económica,500000.0,237000.0,70270.35
0821,4331,41900,,Convenio UPV-EHU apoyo al emprendimiento,0.0,5000.0,0.0
0821,4331,47002,,Aportación BIC,110000.0,110000.0,0.0
0821,4331,47102,,Ayudas empleo industrias creativas,50000.0,50000.0,0.0
0821,4331,47107,,Convenio AJEBASK-formación y semillero,15000.0,15000.0,12000.0
0821,4331,47117,,Convenio asoc.festival TV radio,190000.0,0.0,0.0
0821,4331,47129,,Ayudas al desarrollo y producción audiovisual,50000.0,50000.0,0.0
0821,4331,47130,,Convenio MAZOKA-mercado dibujo eilustracion,21000.0,0.0,0.0
0821,4331,47131,,Conv. Euskal irudigileak/ilustradores de Euskadi,11000.0,24000.0,19200.0
0821,4331,47132,,Convenio Alava agencia de desarrollo,0.0,10000.0,0.0
0821,4331,47133,,Convenio 3 marzo Zaramaga films AIE,0.0,80000.0,72000.0
0821,4331,48150,,Convenio Asoc. seniors españoles para la cooperación técnica  - SECOT,3000.0,0.0,0.0
0821,4331,48175,,Convenio con VIA para potenciar actividad de pasaje,0.0,276000.0,0.0
0821,4331,48180,,Transferencias a VIA,260000.0,60000.0,0.0
0821,4331,48943,,Foro responsabilidad social de la empresa,2000.0,4000.0,4000.0
0821,4331,48949,,Ayudas a la creación de empresas,70000.0,70000.0,17500.04
0821,4331,48967,,Ayudas a la inversión,90000.0,90000.0,0.0
0821,4331,48985,,Premios pacto verde,6000.0,6000.0,0.0
0821,4331,48986,,Convenio cámara apoyo pequeñas empresas,32000.0,32000.0,32000.0
0821,4331,48996,,Convenio arco n1,8000.0,9200.0,7360.0
0821,4331,60902,,Inversiones semillero proy. Basaldea,75000.0,75000.0,0.0
0821,4331,62601,,Reformas y equipamientos en semilleros,60000.0,60000.0,184.74
0821,4333,48172,,Convenio fundación catedral Santa María,32000.0,32000.0,32000.0
0822,4314,12000,,Retribuciones básicas de funcionarios,57269.0,57269.0,38046.27
0822,4314,12100,,Retribuciones complementarias funcionarios,66137.0,66137.0,47284.14
0822,4314,14100,,Otro personal,63140.0,63140.0,61513.32
0822,4314,16000,,Seguridad social a cargo del ayuntamiento,56493.0,56493.0,51554.1
0822,4314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1078.1
0822,4314,20200,,Arrendamiento de maquinaria e instalaciones,94000.0,94000.0,5037.42
0822,4314,22700,,Iluminación navideña,65100.0,65100.0,0.0
0822,4314,22771,,Jornada Urban Commerce,25000.0,25000.0,14332.0
0822,4314,22773,,Mercados,40000.0,40000.0,12252.46
0822,4314,22798,,Dinamización comercial,86000.0,86000.0,21521.98
0822,4314,22799,,Vitoria-Gasteiz veg friendly,8000.0,8000.0,0.0
0822,4314,42301,,Conv.camara comercio escaparatismo,8000.0,8000.0,8000.0
0822,4314,48904,,Convenio City Wine,20000.0,20000.0,16000.0
0822,4314,48905,,Convenio asoc.ruta del vino - iwinetc 2019,0.0,60000.0,59916.03
0822,4314,48926,,Convenio asociación Gasteiz On,250800.0,250800.0,200640.0
0822,4314,48963,,Convenio asoc.comercios casco medieval,98000.0,98000.0,78400.0
0822,4314,48964,,Ayudas al pequeño comercio,250000.0,250000.0,0.0
0822,4314,48965,,Convenio asoc.empresarios comercio,45100.0,45100.0,38080.0
0822,4314,48966,,Convenio asoc.comerciantes calle Gorbea,15000.0,16000.0,12800.0
0823,2411,12000,,Retribuciones básicas de funcionarios,485937.0,485937.0,322463.08
0823,2411,12100,,Retribuciones complementarias funcionarios,574827.0,574827.0,425601.51
0823,2411,13000,,Retribuciones personal laboral fijo,464582.0,464582.0,1842757.38
0823,2411,14100,,Otro personal,64837.0,64837.0,39491.45
0823,2411,16000,,Seguridad social a cargo del ayuntamiento,466384.0,466384.0,892975.42
0823,2411,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,20385.0,20385.0,14510.81
0823,2411,20100,,Arrendamiento locales y edificios,80990.0,113990.0,77206.66
0823,2411,22791,,Impulso al empleo colectivos prioritarios,77600.0,77600.0,14728.88
0823,2411,22793,,Acciones de orientación y empleo,30000.0,30000.0,32114.95
0823,2411,22795,,Formación,628600.0,587600.0,273888.98
0823,2411,22796,,Proyecto inserción juvenil genera 30,338800.0,338800.0,0.0
0823,2411,22797,,Plan de empleo Vitoria-Gasteiz,115000.0,115000.0,76852.49
0823,2411,47128,,Convenio sea empleo araba,72400.0,72400.0,0.0
0823,2411,48015,,Plan comarcal aportación lambida,0.0,1105125.32,0.0
0823,2411,48020,,Plan comarcal - aportación municipal,500000.0,500000.0,0.0
0823,2411,48020,R,Plan comarcal - aportación municipal,0.0,990053.58,779905.67
0823,2411,48171,,Convenio fundación secretariado gitano,37000.0,42000.0,33600.0
0823,2411,48966,,Conv.apoyo al proy.saregune,60000.0,60000.0,48000.0
0823,2411,48967,,Ayudas a la contratación- estabilidad empleo,400000.0,400000.0,0.0
0823,2411,62299,,Instalaciones de empleo y formación,20000.0,20000.0,0.0
0823,2411,62600,,Adquisición equipos informáticos instalac.empleo y formación,5000.0,5000.0,4927.44
0823,4331,48994,,Convenio adsis/caritas/Egibide proyecto Hazia,50000.0,100000.0,0.0
0824,3411,22603,,Patrocinio publicitario Saski Baskonia SAD,0.0,157300.0,157300.0
0824,3411,22611,,Patrocinio triatlón Vitoria-Gasteiz,95000.0,95000.0,0.0
0824,3411,22710,,Contrato final Four 2019,500000.0,500000.0,500000.0
0824,4321,12000,,Retribuciones básicas de funcionarios,143312.0,143312.0,91871.44
0824,4321,12100,,Retribuciones complementarias funcionarios,184881.0,184881.0,142954.59
0824,4321,14100,,Otro personal,67218.0,67218.0,94734.74
0824,4321,16000,,Seguridad social a cargo del ayuntamiento,104354.0,104354.0,99232.68
0824,4321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8356.0,8356.0,6150.02
0824,4321,22733,,Acciones competitividad sector,5000.0,5000.0,1526.42
0824,4321,22733,R,Acciones competitividad sector,0.0,1853.48,0.0
0824,4321,22772,,Patrocinio semana del pintxo alavés 2019,0.0,12000.0,11999.99
0824,4321,22774,,Patrocinio miniature-pintxos congress,0.0,0.0,14999.99
0824,4321,22776,,"Gestión p.Europa,villasuso y turismo",500000.0,500000.0,256794.48
0824,4321,22777,,Dinamización turística,194006.77,194006.77,152314.82
0824,4321,22778,,Eventos turísticos singulares,5000.0,5000.0,2248.92
0824,4321,22779,,Promoción de ciudad,135000.0,166800.0,106601.8
0824,4321,22780,,Gastos de merchandising oficina turismo,30000.0,30000.0,27469.15
0824,4321,62513,,Mobiliario palacios y congresos,15000.0,15000.0,4621.53
0824,4321,62609,,Equipos técnicos palacio Europa y Villasuso,20000.0,20000.0,3059.89
0825,4221,22763,,Economía circular,37000.0,37000.0,97.92
0825,4221,22779,,Apoyo a industria y empresas,32500.0,32500.0,13496.34
0825,4221,62952,,Mantenimiento zonas industriales,400000.0,1000000.77,0.0
0825,4221,62952,A,Mantenimiento zonas industriales,0.0,166557.26,165917.84
0825,4221,62952,R,Mantenimiento zonas industriales,0.0,15561.05,1937.5
0910,9202,12000,,Retribuciones básicas de funcionarios,191950.0,191950.0,109769.46
0910,9202,12100,,Retribuciones complementarias funcionarios,257688.0,257688.0,164089.53
0910,9202,12101,,Retribuciones según sentencia,100000.0,100000.0,0.0
0910,9202,14100,,Otro personal,5584.0,5584.0,13438.09
0910,9202,16000,,Seguridad social a cargo del ayuntamiento,108080.0,108080.0,67887.89
0910,9202,16007,,Aportación complemento especifico a funcionarios,276723.0,276723.0,97.13
0910,9202,16102,,Indemnizaciones por jubilaciones anticipadas,2952798.0,2952798.0,7355374.41
0910,9202,16104,,Retribuciones según sentencia,15000.0,15000.0,23769.79
0910,9202,16204,,Seguro de vida-autoseguro,125000.0,125000.0,194400.0
0910,9202,16205,,Seguro vida-accidentes empleados,950000.0,950000.0,829346.28
0910,9202,16206,,Seguros corporativos,11500.0,11500.0,5057.91
0910,9202,16220,,Indemnizaciones por daños,1500.0,1500.0,341.29
0910,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9283.0,9283.0,5282.69
0910,9202,22001,,Ordinario no inventariable,420.0,420.0,690.91
0910,9202,22105,,Vestuario y uniformes,85000.0,85000.0,15060.98
0910,9202,22105,R,Vestuario y uniformes,0.0,47239.78,0.0
0910,9202,22638,,Plan formación empleados mples.,120000.0,120000.0,47515.18
0910,9202,22638,R,Plan formación empleados mples.,0.0,3695.0,3539.25
0910,9202,22745,,Programa estratégico de prevención de riesgos laborales,20000.0,20000.0,8566.8
0910,9202,22759,,Plan estratégico de mejora continua,21680.0,21680.0,9251.08
0910,9202,22760,,Acciones para la igualdad de genero,15000.0,15000.0,0.0
0910,9202,22760,R,Acciones para la igualdad de genero,0.0,7575.34,6542.27
0910,9202,22764,,Estudios de organización,1000.0,1000.0,110.72
0910,9202,23000,,Dietas,20720.0,20720.0,27926.58
0910,9202,23001,,Gastos de locomoción,35000.0,35000.0,23186.67
0910,9202,23900,,Gastos procesos selectivos,90000.0,90000.0,66993.65
0910,9202,48001,,Subvención al comité,14925.0,14925.0,10590.6
0910,9202,48002,,Becas y bolsas de estudio al personal,24475.0,24475.0,21148.15
0910,9202,48117,,Conv.asoc.down Alava-Isabel orbe,3000.0,3000.0,0.0
0911,9202,12000,,Retribuciones básicas de funcionarios,283360.0,283360.0,173478.6
0911,9202,12100,,Retribuciones complementarias funcionarios,368888.0,368888.0,245598.12
0911,9202,14100,,Otro personal,125948.0,125948.0,123146.47
0911,9202,16000,,Seguridad social a cargo del ayuntamiento,205958.0,205958.0,161645.35
0911,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,17376.0,17376.0,12109.0
0912,9202,12000,,Retribuciones básicas de funcionarios,150396.0,150396.0,94771.15
0912,9202,12100,,Retribuciones complementarias funcionarios,206120.0,206120.0,138331.0
0912,9202,16000,,Seguridad social a cargo del ayuntamiento,81805.0,81805.0,51352.47
0912,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8634.0,8634.0,4322.8
0915,9202,12000,,Retribuciones básicas de funcionarios,40637.0,40637.0,27759.67
0915,9202,12100,,Retribuciones complementarias funcionarios,55575.0,55575.0,41017.33
0915,9202,16000,,Seguridad social a cargo del ayuntamiento,20777.0,20777.0,15681.73
0915,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1078.1
0919,9203,12000,,Retribuciones básicas de funcionarios,158840.0,158840.0,108836.37
0919,9203,12100,,Retribuciones complementarias funcionarios,201356.0,201356.0,148945.06
0919,9203,14100,,Otro personal,4689.0,4689.0,0.0
0919,9203,16000,,Seguridad social a cargo del ayuntamiento,91865.0,91865.0,67154.21
0919,9203,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7864.0,7864.0,5372.29
0919,9203,22108,,Productos farmacéuticos y hemoderivados,67300.0,67300.0,29995.09
0919,9203,22141,,Mantenimiento especifico equipos servicios médicos,800.0,800.0,349.33
0919,9203,62901,,Adquisición equipos,3400.0,3400.0,702.59
1010,9204,12000,,Retribuciones básicas de funcionarios,77319.0,77319.0,27556.01
1010,9204,12100,,Retribuciones complementarias funcionarios,129029.0,129029.0,63559.55
1010,9204,14100,,Otro personal,0.0,0.0,3499.54
1010,9204,16000,,Seguridad social a cargo del ayuntamiento,39039.0,39039.0,16676.05
1010,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2811.0,2811.0,1458.99
1010,9204,22730,,Definición procesos y supervisión LOPD,60000.0,60000.0,0.0
1010,9204,22732,,Contratos de prestación de servicios,50000.0,50000.0,2460.51
1011,9204,12000,,Retribuciones básicas de funcionarios,448457.0,448457.0,323997.72
1011,9204,12100,,Retribuciones complementarias funcionarios,540648.0,540648.0,420366.2
1011,9204,13000,,Retribuciones personal laboral fijo,54383.0,54383.0,0.0
1011,9204,14100,,Otro personal,107753.0,107753.0,64367.72
1011,9204,16000,,Seguridad social a cargo del ayuntamiento,305667.0,305667.0,230402.68
1011,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,21092.0,21092.0,14248.84
1011,9204,21501,,Mantenimiento de aplicaciones informáticas,450000.0,450000.0,225847.39
1011,9204,22720,,Soporte a mantenimiento de aplicativos,1285000.0,1285000.0,783154.64
1011,9204,22724,,Mantenimiento del software plan contra fraude fiscal,0.0,100000.0,0.0
1011,9204,62623,,Plan director e-administración,325000.0,354000.0,284793.8
1011,9204,62623,R,Plan director e-administración,0.0,16640.0,16640.0
1011,9204,62624,,Plan contra el fraude fiscal,200000.0,100000.0,0.0
1011,9204,62624,R,Plan contra el fraude fiscal,0.0,166031.94,94367.96
1011,9204,62625,,Gestión centralizada de subvenciones,50000.0,50000.0,0.0
1011,9204,62625,R,Gestión centralizada de subvenciones,0.0,40000.0,40000.0
1012,9204,12000,,Retribuciones básicas de funcionarios,337932.0,337932.0,227404.39
1012,9204,12100,,Retribuciones complementarias funcionarios,480842.0,480842.0,329182.69
1012,9204,14100,,Otro personal,180870.0,180870.0,89826.08
1012,9204,16000,,Seguridad social a cargo del ayuntamiento,265738.0,265738.0,179957.26
1012,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,13968.0,13968.0,8726.23
1012,9204,21500,,Mantenimiento equipos informáticos,330000.0,330000.0,131328.19
1012,9204,22728,,Soporte ordenadores centrales,300000.0,300000.0,138556.38
1012,9204,22729,,Soporte mantenimiento equipos usuarios,30000.0,30000.0,0.0
1012,9204,22755,,Plan nuevas tecnologías aplicaciones uso ciudadanos,1.0,1.0,0.0
1012,9204,62600,,Adquisición equipos informáticos,350000.0,321000.0,17995.93
1012,9204,62600,R,Adquisición equipos informáticos,0.0,87134.0,64226.8
1012,9204,62604,,Adquisición software base,160000.0,160000.0,3520.74
1012,9204,62620,,Acciones plan de seguridad,290000.0,290000.0,37884.33
1012,9204,62627,,Renovación equipos y servicios,550000.0,550000.0,275000.0
1012,9271,22200,,Facturación telefónica,380000.0,380000.0,244745.93
1012,9271,22202,,Correspondencia y notificaciones,1410000.0,1410000.0,853267.04
1012,9271,22644,,Anuncios en boletines oficiales,50000.0,50000.0,334.22
1017,9204,12000,,Retribuciones básicas de funcionarios,155195.0,155195.0,123293.99
1017,9204,12100,,Retribuciones complementarias funcionarios,196208.0,196208.0,183686.06
1017,9204,14100,,Otro personal,76890.0,76890.0,41881.85
1017,9204,16000,,Seguridad social a cargo del ayuntamiento,108182.0,108182.0,92893.38
1017,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9238.0,9238.0,7428.26
1018,9204,12000,,Retribuciones básicas de funcionarios,28059.0,28059.0,18653.35
1018,9204,12100,,Retribuciones complementarias funcionarios,41522.0,41522.0,31060.62
1018,9204,16000,,Seguridad social a cargo del ayuntamiento,11790.0,11790.0,9414.09
1018,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1078.1
1019,9204,12000,,Retribuciones básicas de funcionarios,26925.0,26925.0,18433.99
1019,9204,12100,,Retribuciones complementarias funcionarios,42112.0,42112.0,31212.74
1019,9204,16000,,Seguridad social a cargo del ayuntamiento,13380.0,13380.0,9414.09
1019,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1078.1
1020,9204,12000,,Retribuciones básicas de funcionarios,26113.0,26113.0,17753.27
1020,9204,12100,,Retribuciones complementarias funcionarios,41006.0,41006.0,30780.0
1020,9204,16000,,Seguridad social a cargo del ayuntamiento,11790.0,11790.0,9414.09
1110,2301,12000,,Retribuciones básicas de funcionarios,103106.0,103106.0,67154.17
1110,2301,12100,,Retribuciones complementarias funcionarios,153354.0,153354.0,108886.98
1110,2301,14100,,Otro personal,105033.0,105033.0,89921.43
1110,2301,16000,,Seguridad social a cargo del ayuntamiento,91424.0,91424.0,71934.98
1110,2301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1374.0,1374.0,880.4
1111,2301,12000,,Retribuciones básicas de funcionarios,776503.0,776503.0,494851.84
1111,2301,12100,,Retribuciones complementarias funcionarios,976213.0,976213.0,701360.44
1111,2301,13000,,Retribuciones personal laboral fijo,39495.0,39495.0,28240.78
1111,2301,14100,,Otro personal,267707.0,267707.0,246269.27
1111,2301,16000,,Seguridad social a cargo del ayuntamiento,592437.0,592437.0,459450.76
1111,2301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,32184.0,32184.0,23222.16
1111,2301,22103,,Gas,23000.0,23000.0,22785.2
1111,2301,22618,,Otros gastos funcionamiento,50000.0,50000.0,16130.39
1111,2301,48045,,Subvenciones,250000.0,250000.0,199556.29
1111,2301,48190,,Convenio colegio trabajo social,10000.0,10000.0,8000.0
1111,2301,48194,,Convenio colegio de abogados,10000.0,10000.0,7500.0
1111,2301,62204,,Inversiones en centros y locales,500000.0,500000.0,0.0
1111,2301,62204,A,Inversiones en centros y locales,0.0,669287.53,394251.87
1111,2301,62204,R,Inversiones en centros y locales,0.0,814071.14,46702.36
1111,2301,62303,,Adquisición maquinaria,140000.0,140000.0,55829.25
1111,2301,62501,,Mobiliario,50000.0,50000.0,13190.23
1115,2323,22745,,Programa educación calle para sin techo,91183.47,91183.47,54106.69
1115,2323,48003,,Atenciones sociales,45000.0,45000.0,23216.68
1115,2324,22002,,"Prensa,revistas y otras publicaciones",2050.0,2050.0,499.7
1115,2324,22105,,Vestuario y uniformes,1500.0,1500.0,0.0
1115,2324,22106,,Productos alimenticios,20000.0,20000.0,13606.73
1115,2324,22111,,Menaje,7500.0,7500.0,1531.23
1115,2324,22115,,Material técnico especifico,6000.0,6000.0,2821.75
1115,2324,22759,,Monitores talleres,84474.0,84474.0,42046.66
1115,2324,22784,,Contratros servicios de urgencias,504783.0,504783.0,325758.43
1115,2324,22786,,Transporte de comidas,11889.87,11889.87,5504.38
1115,2324,48003,,Atenciones sociales,38000.0,38000.0,18742.92
1115,2325,22111,,Menaje,14000.0,14000.0,8670.85
1115,2325,22115,,Material técnico especifico,29500.0,29500.0,15286.08
1115,2325,22614,,Talleres GIZARTERATU,807198.0,807198.0,451275.15
1115,2325,22666,,Vigilancia nocturna Villasuso,93573.0,93573.0,53777.78
1115,2325,22759,,Monitores talleres,42574.0,42574.0,0.0
1115,2325,22761,,Programa acompañamiento pisos acogida,104042.76,104042.76,60691.61
1115,2325,22786,,Transporte de comidas casa abierta,11889.87,11889.87,5504.38
1115,2325,48003,,Atenciones sociales,55000.0,55000.0,23939.0
1115,2325,48121,,Convenio comisión antisida-centro municipal casa abierta,331526.0,331526.0,248644.5
1115,2325,48137,,Conv.comision antisida-pisos tutelados,290171.0,290171.0,217628.25
1115,2325,48140,,Conv.comision antisida-centro estrada,453516.0,453516.0,340137.0
1115,2325,48145,,Convenio caritas-taller ocupacional,72000.0,72000.0,0.0
1115,2325,48148,,Convenio Afroamericana pisos tutelados,509412.0,509412.0,382059.0
1115,2325,48169,,Convenio Gao lacho Drom,60756.0,60756.0,0.0
1115,2325,48170,,Convenio irse programa apoyo a la inserción,46284.0,46284.0,22500.0
1115,2325,48184,,Convenio clara Campoamor-pisos acogida mujeres victimas violencia,292135.0,292135.0,219101.25
1115,2325,48190,,Piso semitutelado de apoyo a jóvenes,56662.0,56662.0,42496.5
1115,2325,48197,,Convenio SENDOTU,20000.0,20000.0,15000.0
1115,2325,48901,,Convenio comisión antisida aterpe,457126.0,457126.0,342844.5
1115,2325,48908,,Convenio AIZAN,15000.0,15000.0,0.0
1115,2325,48940,,Casa iniciativas Abetxuko,77000.0,77000.0,57750.0
1115,2325,48957,,Convenio Loremaitea-agle,40000.0,40000.0,0.0
1115,2326,41906,,Convenio prestaturik,36553.0,36553.0,0.0
1115,2327,12000,,Retribuciones básicas de funcionarios,451897.0,451897.0,319393.7
1115,2327,12100,,Retribuciones complementarias funcionarios,602769.0,602769.0,483960.43
1115,2327,14100,,Otro personal,375857.0,375857.0,395035.59
1115,2327,16000,,Seguridad social a cargo del ayuntamiento,465542.0,465542.0,392289.38
1115,2327,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,13145.0,13145.0,8428.16
1120,2311,12000,,Retribuciones básicas de funcionarios,321588.0,321588.0,218286.24
1120,2311,12100,,Retribuciones complementarias funcionarios,375593.0,375593.0,284290.83
1120,2311,14100,,Otro personal,244553.0,244553.0,183876.58
1120,2311,16000,,Seguridad social a cargo del ayuntamiento,269635.0,269635.0,208100.17
1120,2311,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,6510.0,6510.0,4423.62
1120,2311,22111,,Menaje,2000.0,2000.0,982.89
1120,2311,22115,,Material técnico especifico,2000.0,2000.0,763.69
1120,2311,22678,,Programación participación infantil,100000.0,100000.0,75168.67
1120,2311,22679,,Programa prevención prologo,30000.0,30000.0,15065.66
1120,2311,22680,,Talleres emociones,186088.0,186088.0,142419.29
