#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2021eko Hasierako kreditua,2021eko Behin-betiko kreditua,Behartua
0340,1351,22145,,Gastos sanitarios Coronavirus,0.0,0.0,646.14
0340,1351,22701,,Gastos operativo sanitario de fiestas,13000.0,0.0,0.0
0340,1361,12000,,Funtzionarioen oinarrizko ordainsariak,1547480.0,1547480.0,1605926.16
0340,1361,12100,,Funtzionarioen ordainsari osagarriak,3099518.0,3099518.0,3171754.05
0340,1361,14100,,Bestelako langileak,721659.0,721659.0,591290.17
0340,1361,16000,,"Gizarte Segurantza, enpresaren kontura",2036072.0,2036072.0,2174134.25
0340,1361,16500,,"Elkarkidetzako kuotak, Udalaren kontura",65434.0,65434.0,66979.11
0340,1361,21900,,Ekipoak berritzea eta erostea,60000.0,59770.8,26850.91
0340,1361,21900,R,Ekipoak berritzea eta erostea,0.0,38322.52,38322.52
0340,1361,22105,,Jantziak eta uniformeak,137500.0,137500.0,33636.55
0340,1361,22111,,Tresna eta lanabesak ,25000.0,25000.0,8145.74
0340,1361,22111,R,Tresna eta lanabesak ,0.0,12666.08,12666.08
0340,1361,22199,,Bestelako hornikuntzak,15000.0,15000.0,29479.94
0340,1361,22699,,Bestelako hainbat gastu,10000.0,10000.0,6498.27
0340,1361,62400,,Ibilgailuak,50000.0,350000.0,0.0
0340,1361,62400,R,Ibilgailuak,0.0,47101.17,47101.17
0340,1361,62501,,Altzariak,0.0,18000.0,17631.21
0340,1361,62901,,Ekipoak erostea,5000.0,5229.2,5229.2
0350,1321,12000,,Funtzionarioen oinarrizko ordainsariak,6245547.0,6245547.0,6183564.17
0350,1321,12100,,Funtzionarioen ordainsari osagarriak,12834020.0,12834020.0,11662506.09
0350,1321,14100,,Bestelako langileak,23811.0,23811.0,0.0
0350,1321,16000,,"Gizarte Segurantza, enpresaren kontura",6835332.0,6835332.0,6688949.31
0350,1321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",303294.0,303294.0,304602.06
0350,1321,20501,,TETRA irratikomunikazio sistemaren rentinga,9000.0,9000.0,8561.04
0350,1321,21001,,Andre Maria Zuriaren jaietako segurtasuna,2997.0,2997.0,0.0
0350,1321,21300,,Ibilgailuak konpontzea,65000.0,65000.0,54501.8
0350,1321,21300,R,Ibilgailuak konpontzea,0.0,10761.74,10761.74
0350,1321,21900,,Ekipoak berritzea eta erostea,50000.0,50000.0,30191.38
0350,1321,21900,A,Ekipoak berritzea eta erostea,0.0,1798.1,1798.1
0350,1321,21900,R,Ekipoak berritzea eta erostea,0.0,5394.35,5394.35
0350,1321,21905,,Segurtasun scannerra eta USPa onik zaintzea,7500.0,7500.0,4397.08
0350,1321,22105,,Jantziak eta uniformeak,245000.0,245000.0,110888.11
0350,1321,22111,,Tresna eta lanabesak ,20000.0,20000.0,13582.1
0350,1321,22145,,"Gastu sanitarioa, Koronabirusagatik",0.0,0.0,2017.31
0350,1321,22199,,Bestelako hornikuntzak,10000.0,10000.0,20288.23
0350,1321,22699,,Bestelako hainbat gastu,15000.0,15000.0,58437.87
0350,1321,62400,,Ibilgailuak,67500.0,67500.0,1044.66
0350,1321,62400,R,Ibilgailuak,0.0,37200.0,37200.0
0350,1321,62501,,Altzariak,3375.68,3375.68,2874.96
0350,1321,62901,,Ekipoak eta instalazioak erostea,72000.0,140000.0,1433.85
0350,1321,62901,R,Ekipoak eta instalazioak erostea,0.0,23469.16,23469.16
0410,0111,32201,,Epe laburreko maileguen interesak,10300.0,10300.0,0.0
0410,0111,33201,,Epe luzeko maileguen interesak,500000.0,176622.49,171724.16
0410,0111,93300,,Epe luzeko maileguen amortizazioa,12803762.0,12803762.0,10803761.22
0410,1513,73102,,Ingurugiro Gaietarako Ikastegiari,125000.0,125000.0,0.0
0410,1513,73310,,21. Zabalguneari ,1000000.0,1375000.0,1025000.0
0410,1513,73311,,21 Zabalguneari - etxebizitzaren udal behatokia,25000.0,25000.0,25000.0
0410,1722,43102,,Ingurugiro Gaietarako Ikastegiari,2435939.79,2506524.39,2495674.39
0410,2381,22675,,Genero-ikuspegi aurrekontua - Aholkularitza teknikoa,15000.0,15000.0,3811.76
0410,2381,22675,R,Genero-ikuspegi aurrekontua - Aholkularitza teknikoa,0.0,7260.0,5336.1
0410,2411,20301,,GEPO - Ibilgailuen rentinga,22000.0,64643.67,36208.74
0410,4411,43300,,"Ekarpena, TUVISAri",14666796.3,14666796.3,14666796.3
0410,4411,73300,,TUVISAri,945900.9,945900.9,945900.9
0410,9202,16205,,Bizi-asegurua - langileen istripuak,0.0,0.0,567394.47
0410,9202,16206,,Aseguru korporatiboak,0.0,0.0,5442.55
0410,9203,22145,,"Gastu sanitarioa, Koronabirusagatik",260000.0,260000.0,208012.53
0410,9204,62629,,"Sistema informatikoa, udal inbentarioa",37000.0,37000.0,0.0
0410,9205,20301,,Ibilgailuen rentinga,370000.0,370000.0,338356.43
0410,9205,21300,,Ibilgailuak konpontzea,170000.0,170000.0,183854.0
0410,9205,22104,,Erregaiak,300000.0,300000.0,284891.38
0410,9205,22404,,Ibilgailuen aseguruak,138000.0,138000.0,95365.76
0410,9205,62400,,Ibilgailuak,75000.0,223000.0,152859.98
0410,9205,62400,R,Ibilgailuak,0.0,40000.0,32740.0
0410,9206,21400,,Altzariak konpontzea,1000.0,1000.0,998.25
0410,9206,21500,,Ekipoak mantentzeko kontratuak,150000.0,150000.0,122019.0
0410,9206,22001,,"Ohikoa, inbentariatu ezina",190000.0,190000.0,131283.37
0410,9206,62501,,Altzariak,8000.0,8000.0,7997.5
0410,9206,62505,,Udal sailetako hainbat erosketa,5000.0,5000.0,4956.04
0410,9207,20100,,Lokal eta eraikinak alokatzea,3496000.0,3550213.48,3548501.77
0410,9207,22110,,Kopiagintza-gastuak,50000.0,50000.0,42360.04
0410,9207,22402,,Erantzukizun zibileko aseguruak,336000.0,336000.0,287112.63
0410,9207,22407,,Bizitza- eta istripu-asegurua,40000.0,40000.0,23796.1
0410,9207,22600,,Ondasunen erregistro-gastuak,22500.0,22500.0,9282.16
0410,9207,22600,R,Ondasunen erregistro-gastuak,0.0,39000.0,0.0
0410,9207,22732,,Zerbitzuak emateko kontratuak,50000.0,68200.0,29691.2
0410,9207,22783,,La Florida parkeko komun publikoak mantentzeko kontratua,15000.0,21489.48,28652.64
0410,9207,60806,,Udal lokaletan inbertsioak,0.0,26230.38,26230.38
0410,9207,60806,R,Udal lokaletan inbertsioak,0.0,7942.0,0.0
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,209001.0,177562.23
0410,9211,62298,,"Inbertsioak, San Martin",25000.0,208582.71,199511.07
0410,9211,62299,,"San Martineko inbertsioak, datuak prozesatzeko zentroaren segurtasuna",20000.0,20000.0,0.0
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1500000.0,2912569.18,2913889.61
0410,9213,22103,,Ur hornikuntza zatikatzea - AMVISArekin hitzarmena,250000.0,250000.0,250000.0
0410,9271,41800,,EUDELi,245000.0,266410.0,249469.31
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,175000.0,175000.0,147109.28
0410,9312,50001,,Kreditu Globala,58776.8,0.0,0.0
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,72443.0,72443.0,100975.52
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,111823.0,111823.0,145354.43
0410,9319,13000,,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,42135.03
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",33550.0,33550.0,58484.68
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3618.0,3618.0,5195.65
0410,9321,22776,,Isunen Ataleko zerbitzuak,175000.0,175000.0,158309.81
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,385000.0,385000.0,347183.37
0410,9331,22601,,Auzo-komunitateetako gastuak,500000.0,500000.0,465125.3
0410,9331,22631,,AIREF tasa,5000.0,5000.0,6180.59
0410,9331,22760,,Erloju publikoak mantentzea,20000.0,20000.0,19918.31
0410,9331,62299,,Lanak: Gure Txokoa,1930078.08,2031812.17,2031812.17
0410,9331,64900,,Industria jabegoa,1000.0,1000.0,0.0
0410,9341,36100,,"Interesak, zor ez ziren sarrerak itzultzean",60000.0,60000.0,97954.78
0410,9341,36101,,Diru-sarrerei loturiko finantza-gastuak,100000.0,100000.0,87908.25
0410,9341,36102,,Berandutze interesak,255500.0,255500.0,87182.48
0410,9341,36900,,Bestelako finantza-gastuak,3000.0,53000.0,195345.19
0411,9321,12000,,Funtzionarioen oinarrizko ordainsariak,80320.0,80320.0,73333.97
0411,9321,12100,,Funtzionarioen ordainsari osagarriak,93921.0,93921.0,96986.57
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",43025.0,43025.0,40391.89
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4633.0,4633.0,4455.47
0412,9314,12000,,Funtzionarioen oinarrizko ordainsariak,27758.0,27758.0,124711.55
0412,9314,12100,,Funtzionarioen ordainsari osagarriak,42603.0,42603.0,167001.02
0412,9314,14100,,Bestelako langileak,29766.0,29766.0,4137.75
0412,9314,16000,,"Gizarte Segurantza, enpresaren kontura",20607.0,20607.0,61422.73
0412,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,2763.74
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,79529.0,79529.0,75991.05
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,100410.0,100410.0,96348.43
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",42230.0,42230.0,41836.42
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,3151.43
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,128369.0,128369.0,108583.55
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,146877.0,146877.0,138642.58
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",48474.0,48474.0,48714.82
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3449.0,3449.0,1331.1
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,132438.0,132438.0,75378.04
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,170080.0,170080.0,98209.35
0416,9341,14100,,Bestelako langileak,0.0,0.0,36663.61
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",64502.0,64502.0,48463.53
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7211.0,7211.0,5542.17
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,81080.0,81080.0,81210.2
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,111401.0,111401.0,109248.43
0417,9322,14100,,Bestelako langileak,50874.0,50874.0,51108.38
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",53062.0,53062.0,52307.31
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3088.0,3088.0,3042.76
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,960199.0,960199.0,978061.59
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1193922.0,1193922.0,1183354.64
0418,9319,14100,,Bestelako langileak,301633.0,301633.0,241947.09
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",696630.0,696630.0,719238.38
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",49096.0,49096.0,50337.07
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,60308.0,60308.0,0.0
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,86872.0,86872.0,0.0
0421,9314,14100,,Bestelako langileak,50784.0,50784.0,0.0
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",44122.0,44122.0,0.0
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4570.0,4570.0,0.0
0810,4301,11000,,Kabineteko behin-behineko langileen ordainsariak,84372.0,84372.0,84382.52
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,25925.0,25925.0,86490.9
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,25607.0,25607.0,93600.08
0810,4301,14100,,Bestelako langileak,0.0,0.0,9369.23
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",27766.0,27766.0,63215.12
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1544.0,1544.0,4564.14
0810,4331,22712,,Film Office bultzatzea,1500.0,1500.0,11817.14
0810,4331,22712,R,Film Office bultzatzea,0.0,6050.0,6050.0
0810,4331,22797,,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,430000.0,304379.0,133077.53
0810,4331,22797,R,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,0.0,35355.88,18168.76
0810,4331,47104,,Toki garapenerako bulegoa: ekitaldiak erakartzeko laguntzak,70000.0,70000.0,41400.0
0810,4331,47104,R,Toki garapenerako bulegoa: ekitaldiak erakartzeko laguntzak,0.0,8000.02,8000.02
0817,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,52600.0,52582.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,176928.0,176928.0,177474.11
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,234052.0,234052.0,212512.21
0819,4301,14100,,Bestelako langileak,48009.0,48009.0,67219.89
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",133253.0,133253.0,147332.03
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9451.0,9451.0,9202.31
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,148546.0,148546.0,152051.16
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,161189.0,161189.0,162266.06
0820,4301,14100,,Bestelako langileak,49578.0,49578.0,40297.12
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",93742.0,93742.0,92712.46
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10809.0,10809.0,9128.28
0821,4221,22683,,Jundiz eko-industriala,50000.0,50000.0,32282.85
0821,4221,22714,,Basaldea,25000.0,25000.0,13884.37
0821,4221,22763,,Ekonomia zirkularra,40000.0,8000.0,2061.4
0821,4221,22779,,Industriari eta enpresei laguntzea,40000.0,40000.0,23548.04
0821,4221,62952,,Industrialdeak mantentzea,100000.0,284324.56,203997.84
0821,4221,62952,R,Industrialdeak mantentzea,0.0,440287.1,364472.27
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,201605.0,201605.0,188876.09
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,223615.0,223615.0,213275.04
0821,4331,14100,,Bestelako langileak,49147.0,49147.0,70735.55
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",133058.0,133058.0,133804.89
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7831.0,7831.0,6085.52
0821,4331,22677,,Ekintzaileentzako laguntza,63000.0,93000.0,91590.12
0821,4331,22677,R,Ekintzaileentzako laguntza,0.0,2662.0,2662.0
0821,4331,22712,,Enpresa-mintegien kudeaketa,15000.0,15000.0,15060.09
0821,4331,22713,,Interreg Phydsudoe2,1.0,1.0,0.0
0821,4331,22769,,Festval - Fila 2 babestea,133000.0,133000.0,133000.0
0821,4331,22770,,F2pcampus Katoid Techno babestea ,10000.0,10000.0,0.0
0821,4331,41900,,Ekintzailetzari laguntzeko EHU-rekiko hitzarmena,5000.0,5000.0,5000.0
0821,4331,47002,,Ekarpena BIC,100000.0,114971.0,114971.0
0821,4331,47102,,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,100000.0,110650.0,94650.0
0821,4331,47102,R,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,0.0,26547.6,23284.8
0821,4331,47107,,Hitzarmena: AJEBASK- Prestakuntza eta mintegia,10500.0,10500.0,8400.0
0821,4331,47107,R,Hitzarmena: AJEBASK- Prestakuntza eta mintegia,0.0,2100.0,2078.92
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,9100.0,9100.0,7280.0
0821,4331,47131,R,Hitzarmena: Euskal Irudigileak,0.0,1820.0,1820.0
0821,4331,48150,,Hitzarmena: SECOT elkartearekin,3000.0,3000.0,2400.0
0821,4331,48150,R,Hitzarmena: SECOT elkartearekin,0.0,600.0,600.0
0821,4331,48175,,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",400000.0,400000.0,0.0
0821,4331,48175,R,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,150000.0,0.0
0821,4331,48180,,VIArentzako transferentziak,60000.0,60000.0,60000.0
0821,4331,48905,,"Hitzarmena: Prestaturik, berrerabili",23000.0,23000.0,18400.0
0821,4331,48905,R,"Hitzarmena: Prestaturik, berrerabili",0.0,2741.05,1442.16
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,4000.0,4000.0,4000.0
0821,4331,48949,,Ekintzaileentzako bekak,85000.0,85000.0,84298.2
0821,4331,48967,,Enpresak sortzeko eta sendotzeko laguntzak,140000.0,140000.0,204468.56
0821,4331,48985,,Itun Berdea sariak,6000.0,6000.0,6000.0
0821,4331,48985,R,Itun Berdea sariak,0.0,6000.0,6000.0
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",17000.0,17000.0,17000.0
0821,4331,48996,,Hitzarmena: Arco n1,6500.0,6500.0,3250.0
0821,4331,48996,R,Hitzarmena: Arco n1,0.0,1288.0,1288.0
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,75000.0,75000.0,0.0
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,10000.0,10000.0,12846.45
0821,4331,62601,R,Mintegietako berrikuntza eta ekipamenduak,0.0,60000.0,56337.16
0821,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,22400.0,22400.0,22400.0
0822,4312,61406,,Azoketako obrak ,25000.0,25000.0,3795.25
0822,4312,61406,R,Azoketako obrak ,0.0,27590.59,27483.52
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,55257.0,55257.0,46892.06
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,63073.0,63073.0,49337.02
0822,4314,14100,,Bestelako langileak,82131.0,82131.0,87925.69
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",62718.0,62718.0,64044.62
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1544.0,1544.0,1521.38
0822,4314,20200,,Makineria eta instalazioak alokatzea,94000.0,94000.0,59464.74
0822,4314,22700,,Eguberrietako argiztapena,165000.0,165000.0,119995.1
0822,4314,22701,,Azken miliako logistika,50000.0,9740.5,9740.5
0822,4314,22765,,Tokiko merkataritzaren zabalkunde kanpaina ,25000.0,25000.0,4961.0
0822,4314,22771,,“Urban Commerce” jardunaldia,25000.0,25000.0,28776.49
0822,4314,22773,,Azokak,45000.0,45000.0,72011.86
0822,4314,22773,R,Azokak,0.0,18124.53,18124.53
0822,4314,22798,,Merkataritza dinamizatzea,86000.0,79379.5,38358.94
0822,4314,22798,R,Merkataritza dinamizatzea,0.0,6025.14,6025.14
0822,4314,22799,,Vitoria-Gasteiz Veg Friendly,10000.0,10000.0,6916.0
0822,4314,42301,,"Arabako Merkataritza Ganberarekiko hitzarmena, erakusleihoak",8000.0,8000.0,8000.0
0822,4314,47138,,Bono denda,0.0,0.0,135000.0
0822,4314,48904,,Hitzarmena: City Wine,12000.0,12000.0,9600.0
0822,4314,48911,R,Bono turismo - bono dendak,0.0,10000.0,3590.0
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,225720.0,269720.0,215776.0
0822,4314,48926,R,Hitzarmena: Gasteiz On elkartea,0.0,45144.0,45144.0
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,88200.0,88200.0,70560.0
0822,4314,48963,R,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,0.0,13720.0,13720.0
0822,4314,48964,,Denda txikientzako laguntzak,450000.0,707200.0,615954.53
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,40590.0,40590.0,32472.0
0822,4314,48965,R,Hitzarmena: Merkataritza Enpresaburuen Elkartea,0.0,8118.0,8118.0
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,14400.0,17280.0,13824.0
0822,4314,48966,R,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,0.0,2880.0,2880.0
0823,2381,22279,,GPS: Orientabide profesionala berdintasunean,25000.0,25000.0,27187.21
0823,2381,22279,R,GPS: Orientabide profesionala berdintasunean,0.0,242.0,0.0
0823,2411,12000,,Retribuciones basicas de funcionarios,519113.0,519113.0,499967.44
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,618558.0,618558.0,595461.05
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,0.0,1631356.65,1849189.23
0823,2411,14100,,Bestelako langileak,5136.0,5136.0,37394.21
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",330274.0,917790.08,993031.1
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",21999.0,21999.0,20752.76
0823,2411,20100,,Lokal eta eraikinak alokatzea,116500.0,116500.0,115884.93
0823,2411,22774,,"Gazteentzako enplegu plana, Udalaren Ekarpena ",188008.0,23598.0,10544.36
0823,2411,22781,,"Gazteentzako enplegu plana, Udalaren Ekarpena (1.KAP)",384105.56,384105.56,0.0
0823,2411,22785,,Eskualdeko plan - Lanbideren ekarpena,1666322.1,575900.93,0.0
0823,2411,22790,,"Gazteentzako enplegu plana 2020, Lanbideren ekarpena",838080.0,838080.0,0.0
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,57600.0,65600.0,54747.14
0823,2411,22791,R,Lehentasunezko kolektiboen enplegua bultzatzea,0.0,28705.0,12705.0
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,35689.01
0823,2411,22795,,Prestakuntza,370000.0,393836.82,379806.2
0823,2411,22795,R,Prestakuntza,0.0,15000.0,15000.0
0823,2411,22797,,Gasteiz enplegu plana,115000.0,115000.0,103977.75
0823,2411,47128,,"Hitzarmena: SEA, enplegua",50680.0,50680.0,39200.0
0823,2411,47128,R,"Hitzarmena: SEA, enplegua",0.0,9800.0,9800.0
0823,2411,48015,,Eskualdeko plan - Lanbideren ekarpena,3408140.48,3408140.48,0.0
0823,2411,48015,R,Eskualdeko plan - Lanbideren ekarpena,0.0,3414000.0,2572908.26
0823,2411,48020,,Eskualdeko plana - Udalaren ekarpena kontrataziorako,50000.0,0.0,0.0
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,42000.0,42000.0,33600.0
0823,2411,48171,R,Hitzarmena: Secretariado Gitano fundazioa,0.0,7560.0,7560.0
0823,2411,48966,,Hitzarmena: Saregune proiektua,60000.0,60000.0,48000.0
0823,2411,48966,R,Hitzarmena: Saregune proiektua,0.0,10800.0,10800.0
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,400000.0,600000.0,0.0
0823,2411,48967,R,Kontratatzeko laguntzak - enplegu-egonkortasuna,0.0,439000.0,438779.05
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,20000.0,20000.0,18714.27
0823,2411,62519,,Prestakuntza ekipoak erostea,20000.0,20000.0,19741.45
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,20000.0,20000.0,18374.52
0823,4311,48043,,Arabako Ganberarekiko hitzarmena: salmenta-eskola,10000.0,10000.0,8000.0
0823,4331,47136,,Ekonomia zirkularreko proiektuetarako laguntzak,50000.0,50000.0,50000.0
0823,4331,47137,,Dinamizazio ekonomikorako laguntzak,300000.0,221400.0,0.0
0823,4331,48043,R,Arabako Ganberarekiko hitzarmena: salmenta-eskola,0.0,2000.0,2000.0
0823,4331,48900,R,Covid-19 laguntzak,0.0,27087.74,24844.24
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",100000.0,100000.0,80000.0
0823,4331,48994,R,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",0.0,20000.0,11267.98
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,128521.0,128521.0,152584.18
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,158993.0,158993.0,193432.74
0824,4321,14100,,Bestelako langileak,71212.0,71212.0,94957.99
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",108520.0,108520.0,138164.97
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9307.0,9307.0,8004.34
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",500000.0,500000.0,378339.63
0824,4321,22776,A,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",0.0,222.89,0.0
0824,4321,22776,R,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",0.0,113288.9,56790.54
0824,4321,62513,,Jauregi eta biltzarretako altzariak,25000.0,25000.0,22609.17
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,90000.0,90000.0,39504.34
0825,4221,62952,A,Industrialdeak mantentzea,0.0,240224.65,196015.26
0826,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",126300.0,126300.0,126300.0
0826,3411,22611,,Gasteizko triatloia babestea,100000.0,0.0,0.0
0826,4321,12000,,Funtzionarioen oinarrizko ordainsariak,22262.0,22262.0,0.0
0826,4321,12100,,Funtzionarioen ordainsari osagarriak,23929.0,23929.0,0.0
0826,4321,16000,,"Gizarte Segurantza, enpresaren kontura",11935.0,11935.0,0.0
0826,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,0.0
0826,4321,22772,,Arabako pintxoaren astea babestea,8400.0,8400.0,8400.0
0826,4321,22774,,Miniature-pintxos Congress babestea,10500.0,10500.0,15000.0
0826,4321,22777,,Turismoa dinamizatzea,200000.0,200000.0,119819.88
0826,4321,22777,R,Turismoa dinamizatzea,0.0,2662.0,653.4
0826,4321,22778,,Turismo gertaldi bereziak,5000.0,5000.0,0.0
0826,4321,22779,,Hiriaren turismo sustapena,176000.0,176000.0,225815.94
0826,4321,22779,R,Hiriaren turismo sustapena,0.0,39913.05,37902.51
0826,4321,22780,,Turismo Bulegoaren merchandising-gastuak,14810.0,14810.0,21244.39
0910,2210,22734,,Gizarte Segurantzaren erregularizazioa,50000.0,50000.0,0.0
0910,2381,22760,,Genero-berdintasunerako ekintzak,15375.0,15375.0,0.0
0910,2381,22760,R,Genero-berdintasunerako ekintzak,0.0,4500.0,4500.0
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,164945.0,164945.0,186495.64
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,225370.0,225370.0,246758.05
0910,9202,14100,,Bestelako langileak,0.0,0.0,18309.61
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",84645.0,84645.0,103091.31
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,276723.27,276723.27,257285.67
0910,9202,16102,,Aldez aurreko erretiroen kalte-ordainak,0.0,0.0,25942.04
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,15000.0,132539.53,133609.77
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,113080.0,388800.0,388800.0
0910,9202,16205,,Bizi-asegurua - langileen istripuak,950000.0,950000.0,0.0
0910,9202,16206,,Aseguru korporatiboak,11500.0,11500.0,0.0
0910,9202,16220,,Kalte-ordainak,1500.0,1500.0,9410.94
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6177.0,6177.0,9703.83
0910,9202,22001,,"Ohikoa, inbentariatu ezina",2505.0,2505.0,1620.19
0910,9202,22105,,Jantziak eta uniformeak,86000.0,86000.0,21149.36
0910,9202,22105,R,Jantziak eta uniformeak,0.0,42811.33,42811.33
0910,9202,22638,,Udal langileen prestakuntza-plana,120000.0,104173.2,101769.8
